[0] reg4 = 103548; prev reg4 = -1
[6306] reg4 = 6730526; prev reg4 = 4606024
[6307] reg4 = 253491; prev reg4 = 6730526
[6308] reg4 = 5101641; prev reg4 = 253491
[6309] reg4 = 15933443; prev reg4 = 5101641
[6310] reg4 = 251835; prev reg4 = 15933443
[6311] reg4 = 16437586; prev reg4 = 251835
[6312] reg4 = 15057561; prev reg4 = 16437586
[6313] reg4 = 8426901; prev reg4 = 15057561
[6314] reg4 = 1055736; prev reg4 = 8426901
[6315] reg4 = 9397527; prev reg4 = 1055736
[6316] reg4 = 3750984; prev reg4 = 9397527
[6317] reg4 = 3702424; prev reg4 = 3750984
[6318] reg4 = 7212090; prev reg4 = 3702424
[6319] reg4 = 11156464; prev reg4 = 7212090
[6320] reg4 = 242685; prev reg4 = 11156464
[6321] reg4 = 14367924; prev reg4 = 242685
[6322] reg4 = 15226706; prev reg4 = 14367924
[6323] reg4 = 14834921; prev reg4 = 15226706
[6324] reg4 = 15881977; prev reg4 = 14834921
[6325] reg4 = 4203139; prev reg4 = 15881977
[6326] reg4 = 7277127; prev reg4 = 4203139
[6327] reg4 = 3761845; prev reg4 = 7277127
[6328] reg4 = 12238921; prev reg4 = 3761845
[6329] reg4 = 2194085; prev reg4 = 12238921
[6330] reg4 = 3477381; prev reg4 = 2194085
[6331] reg4 = 6585902; prev reg4 = 3477381
[6332] reg4 = 9900096; prev reg4 = 6585902
[6333] reg4 = 5220734; prev reg4 = 9900096
[6334] reg4 = 5128209; prev reg4 = 5220734
[6335] reg4 = 10703577; prev reg4 = 5128209
[6336] reg4 = 15997903; prev reg4 = 10703577
[6337] reg4 = 11362072; prev reg4 = 15997903
[6338] reg4 = 4993743; prev reg4 = 11362072
[6339] reg4 = 7122815; prev reg4 = 4993743
[6340] reg4 = 8476484; prev reg4 = 7122815
[6341] reg4 = 3521767; prev reg4 = 8476484
[6342] reg4 = 3845369; prev reg4 = 3521767
[6343] reg4 = 1574849; prev reg4 = 3845369
[6344] reg4 = 11265062; prev reg4 = 1574849
[6345] reg4 = 13084320; prev reg4 = 11265062
[6346] reg4 = 14951700; prev reg4 = 13084320
[6347] reg4 = 8418049; prev reg4 = 14951700
[6348] reg4 = 9461610; prev reg4 = 8418049
[6349] reg4 = 12492209; prev reg4 = 9461610
[6350] reg4 = 9872062; prev reg4 = 12492209
[6351] reg4 = 15050714; prev reg4 = 9872062
[6352] reg4 = 16006437; prev reg4 = 15050714
[6353] reg4 = 2321548; prev reg4 = 16006437
[6354] reg4 = 15558690; prev reg4 = 2321548
[6355] reg4 = 5587278; prev reg4 = 15558690
[6356] reg4 = 11132379; prev reg4 = 5587278
[6357] reg4 = 5068650; prev reg4 = 11132379
[6358] reg4 = 12199805; prev reg4 = 5068650
[6359] reg4 = 301808; prev reg4 = 12199805
[6360] reg4 = 8768322; prev reg4 = 301808
[6361] reg4 = 1131969; prev reg4 = 8768322
[6362] reg4 = 16023964; prev reg4 = 1131969
[6363] reg4 = 13013061; prev reg4 = 16023964
[6364] reg4 = 10065837; prev reg4 = 13013061
[6365] reg4 = 5040954; prev reg4 = 10065837
[6366] reg4 = 11692769; prev reg4 = 5040954
[6367] reg4 = 7034479; prev reg4 = 11692769
[6368] reg4 = 1613037; prev reg4 = 7034479
[6369] reg4 = 3889175; prev reg4 = 1613037
[6370] reg4 = 15507911; prev reg4 = 3889175
[6371] reg4 = 9428478; prev reg4 = 15507911
[6372] reg4 = 14504421; prev reg4 = 9428478
[6373] reg4 = 9486136; prev reg4 = 14504421
[6374] reg4 = 13408987; prev reg4 = 9486136
[6375] reg4 = 15258635; prev reg4 = 13408987
[6376] reg4 = 169529; prev reg4 = 15258635
[6377] reg4 = 11157043; prev reg4 = 169529
[6378] reg4 = 16061153; prev reg4 = 11157043
[6379] reg4 = 7128173; prev reg4 = 16061153
[6380] reg4 = 14815899; prev reg4 = 7128173
[6381] reg4 = 420917; prev reg4 = 14815899
[6382] reg4 = 2777145; prev reg4 = 420917
[6383] reg4 = 4318181; prev reg4 = 2777145
[6384] reg4 = 2453382; prev reg4 = 4318181
[6385] reg4 = 5916977; prev reg4 = 2453382
[6386] reg4 = 14878398; prev reg4 = 5916977
[6387] reg4 = 9464546; prev reg4 = 14878398
[6388] reg4 = 5112460; prev reg4 = 9464546
[6389] reg4 = 11044332; prev reg4 = 5112460
[6390] reg4 = 6228309; prev reg4 = 11044332
[6391] reg4 = 9787862; prev reg4 = 6228309
[6392] reg4 = 12551691; prev reg4 = 9787862
[6393] reg4 = 493133; prev reg4 = 12551691
[6394] reg4 = 9391819; prev reg4 = 493133
[6395] reg4 = 3926021; prev reg4 = 9391819
[6396] reg4 = 1485825; prev reg4 = 3926021
[6397] reg4 = 4088909; prev reg4 = 1485825
[6398] reg4 = 1524129; prev reg4 = 4088909
[6399] reg4 = 16708826; prev reg4 = 1524129
[6400] reg4 = 471976; prev reg4 = 16708826
[6401] reg4 = 4243025; prev reg4 = 471976
[6402] reg4 = 1944269; prev reg4 = 4243025
[6403] reg4 = 7600513; prev reg4 = 1944269
[6404] reg4 = 123366; prev reg4 = 7600513
[6405] reg4 = 3795879; prev reg4 = 123366
[6406] reg4 = 11541980; prev reg4 = 3795879
[6407] reg4 = 5780565; prev reg4 = 11541980
[6408] reg4 = 14141031; prev reg4 = 5780565
[6409] reg4 = 14648425; prev reg4 = 14141031
[6410] reg4 = 4232373; prev reg4 = 14648425
[6411] reg4 = 9652447; prev reg4 = 4232373
[6412] reg4 = 9507799; prev reg4 = 9652447
[6413] reg4 = 11509276; prev reg4 = 9507799
[6414] reg4 = 9065080; prev reg4 = 11509276
[6415] reg4 = 294484; prev reg4 = 9065080
[6416] reg4 = 15678578; prev reg4 = 294484
[6417] reg4 = 12297800; prev reg4 = 15678578
[6418] reg4 = 2905992; prev reg4 = 12297800
[6419] reg4 = 2870231; prev reg4 = 2905992
[6420] reg4 = 9110130; prev reg4 = 2870231
[6421] reg4 = 6716050; prev reg4 = 9110130
[6422] reg4 = 2037918; prev reg4 = 6716050
[6423] reg4 = 6290328; prev reg4 = 2037918
[6424] reg4 = 890481; prev reg4 = 6290328
[6425] reg4 = 12877449; prev reg4 = 890481
[6426] reg4 = 11659745; prev reg4 = 12877449
[6427] reg4 = 9612640; prev reg4 = 11659745
[6428] reg4 = 6347175; prev reg4 = 9612640
[6429] reg4 = 11019666; prev reg4 = 6347175
[6430] reg4 = 11046599; prev reg4 = 11019666
[6431] reg4 = 4409815; prev reg4 = 11046599
[6432] reg4 = 15843976; prev reg4 = 4409815
[6433] reg4 = 3802390; prev reg4 = 15843976
[6434] reg4 = 14607225; prev reg4 = 3802390
[6435] reg4 = 12016780; prev reg4 = 14607225
[6436] reg4 = 134766; prev reg4 = 12016780
[6437] reg4 = 15362330; prev reg4 = 134766
[6438] reg4 = 286361; prev reg4 = 15362330
[6439] reg4 = 4081585; prev reg4 = 286361
[6440] reg4 = 8717080; prev reg4 = 4081585
[6441] reg4 = 8585115; prev reg4 = 8717080
[6442] reg4 = 10512730; prev reg4 = 8585115
[6443] reg4 = 15796843; prev reg4 = 10512730
[6444] reg4 = 7019191; prev reg4 = 15796843
[6445] reg4 = 14020841; prev reg4 = 7019191
[6446] reg4 = 12965395; prev reg4 = 14020841
[6447] reg4 = 11881271; prev reg4 = 12965395
[6448] reg4 = 701888; prev reg4 = 11881271
[6449] reg4 = 6999479; prev reg4 = 701888
[6450] reg4 = 14669892; prev reg4 = 6999479
[6451] reg4 = 7184746; prev reg4 = 14669892
[6452] reg4 = 4922967; prev reg4 = 7184746
[6453] reg4 = 4403021; prev reg4 = 4922967
[6454] reg4 = 6469376; prev reg4 = 4403021
[6455] reg4 = 13504945; prev reg4 = 6469376
[6456] reg4 = 8731714; prev reg4 = 13504945
[6457] reg4 = 6799466; prev reg4 = 8731714
[6458] reg4 = 7170620; prev reg4 = 6799466
[6459] reg4 = 192942; prev reg4 = 7170620
[6460] reg4 = 11266021; prev reg4 = 192942
[6461] reg4 = 15732920; prev reg4 = 11266021
[6462] reg4 = 15822852; prev reg4 = 15732920
[6463] reg4 = 8882952; prev reg4 = 15822852
[6464] reg4 = 16297865; prev reg4 = 8882952
[6465] reg4 = 4110598; prev reg4 = 16297865
[6466] reg4 = 7802377; prev reg4 = 4110598
[6467] reg4 = 7610583; prev reg4 = 7802377
[6468] reg4 = 9148877; prev reg4 = 7610583
[6469] reg4 = 9070386; prev reg4 = 9148877
[6470] reg4 = 6846671; prev reg4 = 9070386
[6471] reg4 = 10065353; prev reg4 = 6846671
[6472] reg4 = 2424540; prev reg4 = 10065353
[6473] reg4 = 10867306; prev reg4 = 2424540
[6474] reg4 = 14414632; prev reg4 = 10867306
[6475] reg4 = 11127853; prev reg4 = 14414632
[6476] reg4 = 10971319; prev reg4 = 11127853
[6477] reg4 = 14883419; prev reg4 = 10971319
[6478] reg4 = 9399613; prev reg4 = 14883419
[6479] reg4 = 11667042; prev reg4 = 9399613
[6480] reg4 = 10549502; prev reg4 = 11667042
[6481] reg4 = 12039406; prev reg4 = 10549502
[6482] reg4 = 2053580; prev reg4 = 12039406
[6483] reg4 = 12073111; prev reg4 = 2053580
[6484] reg4 = 14231249; prev reg4 = 12073111
[6485] reg4 = 14880253; prev reg4 = 14231249
[6486] reg4 = 11187806; prev reg4 = 14880253
[6487] reg4 = 482186; prev reg4 = 11187806
[6488] reg4 = 7297407; prev reg4 = 482186
[6489] reg4 = 15888372; prev reg4 = 7297407
[6490] reg4 = 4200693; prev reg4 = 15888372
[6491] reg4 = 2690051; prev reg4 = 4200693
[6492] reg4 = 5800665; prev reg4 = 2690051
[6493] reg4 = 2766225; prev reg4 = 5800665
[6494] reg4 = 10824538; prev reg4 = 2766225
[6495] reg4 = 10774345; prev reg4 = 10824538
[6496] reg4 = 15886626; prev reg4 = 10774345
[6497] reg4 = 3361929; prev reg4 = 15886626
[6498] reg4 = 15635129; prev reg4 = 3361929
[6499] reg4 = 10857331; prev reg4 = 15635129
[6500] reg4 = 2050020; prev reg4 = 10857331
[6501] reg4 = 6076993; prev reg4 = 2050020
[6502] reg4 = 9175661; prev reg4 = 6076993
[6503] reg4 = 5255113; prev reg4 = 9175661
[6504] reg4 = 13337358; prev reg4 = 5255113
[6505] reg4 = 10101791; prev reg4 = 13337358
[6506] reg4 = 9666283; prev reg4 = 10101791
[6507] reg4 = 6027969; prev reg4 = 9666283
[6508] reg4 = 16308055; prev reg4 = 6027969
[6509] reg4 = 794040; prev reg4 = 16308055
[6510] reg4 = 282653; prev reg4 = 794040
[6511] reg4 = 1272159; prev reg4 = 282653
[6512] reg4 = 8031920; prev reg4 = 1272159
[6513] reg4 = 10829096; prev reg4 = 8031920
[6514] reg4 = 14782485; prev reg4 = 10829096
[6515] reg4 = 13266171; prev reg4 = 14782485
[6516] reg4 = 11656791; prev reg4 = 13266171
[6517] reg4 = 11258543; prev reg4 = 11656791
[6518] reg4 = 7424065; prev reg4 = 11258543
[6519] reg4 = 7268455; prev reg4 = 7424065
[6520] reg4 = 2575747; prev reg4 = 7268455
[6521] reg4 = 10312316; prev reg4 = 2575747
[6522] reg4 = 15343342; prev reg4 = 10312316
[6523] reg4 = 12715810; prev reg4 = 15343342
[6524] reg4 = 5373351; prev reg4 = 12715810
[6525] reg4 = 16281830; prev reg4 = 5373351
[6526] reg4 = 14292902; prev reg4 = 16281830
[6527] reg4 = 7071243; prev reg4 = 14292902
[6528] reg4 = 11801745; prev reg4 = 7071243
[6529] reg4 = 5739823; prev reg4 = 11801745
[6530] reg4 = 16127832; prev reg4 = 5739823
[6531] reg4 = 846965; prev reg4 = 16127832
[6532] reg4 = 6871547; prev reg4 = 846965
[6533] reg4 = 4750374; prev reg4 = 6871547
[6534] reg4 = 10748034; prev reg4 = 4750374
[6535] reg4 = 1990446; prev reg4 = 10748034
[6536] reg4 = 2644119; prev reg4 = 1990446
[6537] reg4 = 4764097; prev reg4 = 2644119
[6538] reg4 = 5109520; prev reg4 = 4764097
[6539] reg4 = 419311; prev reg4 = 5109520
[6540] reg4 = 13263224; prev reg4 = 419311
[6541] reg4 = 15532523; prev reg4 = 13263224
[6542] reg4 = 4007434; prev reg4 = 15532523
[6543] reg4 = 8318020; prev reg4 = 4007434
[6544] reg4 = 15552446; prev reg4 = 8318020
[6545] reg4 = 3358673; prev reg4 = 15552446
[6546] reg4 = 5531308; prev reg4 = 3358673
[6547] reg4 = 11217170; prev reg4 = 5531308
[6548] reg4 = 10253057; prev reg4 = 11217170
[6549] reg4 = 11306782; prev reg4 = 10253057
[6550] reg4 = 2738601; prev reg4 = 11306782
[6551] reg4 = 16343872; prev reg4 = 2738601
[6552] reg4 = 12260975; prev reg4 = 16343872
[6553] reg4 = 6840349; prev reg4 = 12260975
[6554] reg4 = 16261819; prev reg4 = 6840349
[6555] reg4 = 3686743; prev reg4 = 16261819
[6556] reg4 = 12154130; prev reg4 = 3686743
[6557] reg4 = 13325767; prev reg4 = 12154130
[6558] reg4 = 5037788; prev reg4 = 13325767
[6559] reg4 = 13480962; prev reg4 = 5037788
[6560] reg4 = 12212346; prev reg4 = 13480962
[6561] reg4 = 5147488; prev reg4 = 12212346
[6562] reg4 = 7085225; prev reg4 = 5147488
[6563] reg4 = 4451495; prev reg4 = 7085225
[6564] reg4 = 9580227; prev reg4 = 4451495
[6565] reg4 = 1618937; prev reg4 = 9580227
[6566] reg4 = 14543514; prev reg4 = 1618937
[6567] reg4 = 4051832; prev reg4 = 14543514
[6568] reg4 = 9400051; prev reg4 = 4051832
[6569] reg4 = 16690205; prev reg4 = 9400051
[6570] reg4 = 11519577; prev reg4 = 16690205
[6571] reg4 = 7552807; prev reg4 = 11519577
[6572] reg4 = 5927502; prev reg4 = 7552807
[6573] reg4 = 551878; prev reg4 = 5927502
[6574] reg4 = 1387353; prev reg4 = 551878
[6575] reg4 = 966342; prev reg4 = 1387353
[6576] reg4 = 2364886; prev reg4 = 966342
[6577] reg4 = 15609367; prev reg4 = 2364886
[6578] reg4 = 3223209; prev reg4 = 15609367
[6579] reg4 = 3655829; prev reg4 = 3223209
[6580] reg4 = 13516261; prev reg4 = 3655829
[6581] reg4 = 10646762; prev reg4 = 13516261
[6582] reg4 = 16194020; prev reg4 = 10646762
[6583] reg4 = 6647627; prev reg4 = 16194020
[6584] reg4 = 8117456; prev reg4 = 6647627
[6585] reg4 = 1154022; prev reg4 = 8117456
[6586] reg4 = 3752897; prev reg4 = 1154022
[6587] reg4 = 7124194; prev reg4 = 3752897
[6588] reg4 = 10131706; prev reg4 = 7124194
[6589] reg4 = 10302912; prev reg4 = 10131706
[6590] reg4 = 16531517; prev reg4 = 10302912
[6591] reg4 = 2631639; prev reg4 = 16531517
[6592] reg4 = 2572568; prev reg4 = 2631639
[6593] reg4 = 7676703; prev reg4 = 2572568
[6594] reg4 = 9782864; prev reg4 = 7676703
[6595] reg4 = 2883294; prev reg4 = 9782864
[6596] reg4 = 11899794; prev reg4 = 2883294
[6597] reg4 = 8768329; prev reg4 = 11899794
[6598] reg4 = 3361798; prev reg4 = 8768329
[6599] reg4 = 7459904; prev reg4 = 3361798
[6600] reg4 = 9144640; prev reg4 = 7459904
[6601] reg4 = 6087147; prev reg4 = 9144640
[6602] reg4 = 11451322; prev reg4 = 6087147
[6603] reg4 = 171175; prev reg4 = 11451322
[6604] reg4 = 13695539; prev reg4 = 171175
[6605] reg4 = 12404895; prev reg4 = 13695539
[6606] reg4 = 8665765; prev reg4 = 12404895
[6607] reg4 = 10022673; prev reg4 = 8665765
[6608] reg4 = 9934910; prev reg4 = 10022673
[6609] reg4 = 484128; prev reg4 = 9934910
[6610] reg4 = 2897129; prev reg4 = 484128
[6611] reg4 = 8054783; prev reg4 = 2897129
[6612] reg4 = 4074774; prev reg4 = 8054783
[6613] reg4 = 10704397; prev reg4 = 4074774
[6614] reg4 = 7640207; prev reg4 = 10704397
[6615] reg4 = 974409; prev reg4 = 7640207
[6616] reg4 = 12900463; prev reg4 = 974409
[6617] reg4 = 2391677; prev reg4 = 12900463
[6618] reg4 = 14070557; prev reg4 = 2391677
[6619] reg4 = 7315632; prev reg4 = 14070557
[6620] reg4 = 13196582; prev reg4 = 7315632
[6621] reg4 = 16540059; prev reg4 = 13196582
[6622] reg4 = 13199402; prev reg4 = 16540059
[6623] reg4 = 5763290; prev reg4 = 13199402
[6624] reg4 = 16661132; prev reg4 = 5763290
[6625] reg4 = 10098676; prev reg4 = 16661132
[6626] reg4 = 10923157; prev reg4 = 10098676
[6627] reg4 = 10391673; prev reg4 = 10923157
[6628] reg4 = 7217105; prev reg4 = 10391673
[6629] reg4 = 9462944; prev reg4 = 7217105
[6630] reg4 = 16590032; prev reg4 = 9462944
[6631] reg4 = 5398340; prev reg4 = 16590032
[6632] reg4 = 13078901; prev reg4 = 5398340
[6633] reg4 = 5958134; prev reg4 = 13078901
[6634] reg4 = 10634813; prev reg4 = 5958134
[6635] reg4 = 14530703; prev reg4 = 10634813
[6636] reg4 = 14144453; prev reg4 = 14530703
[6637] reg4 = 10522184; prev reg4 = 14144453
[6638] reg4 = 13758802; prev reg4 = 10522184
[6639] reg4 = 12312107; prev reg4 = 13758802
[6640] reg4 = 14678681; prev reg4 = 12312107
[6641] reg4 = 12264843; prev reg4 = 14678681
[6642] reg4 = 10002952; prev reg4 = 12264843
[6643] reg4 = 7538606; prev reg4 = 10002952
[6644] reg4 = 11143579; prev reg4 = 7538606
[6645] reg4 = 3540044; prev reg4 = 11143579
[6646] reg4 = 611478; prev reg4 = 3540044
[6647] reg4 = 12819754; prev reg4 = 611478
[6648] reg4 = 686245; prev reg4 = 12819754
[6649] reg4 = 7269089; prev reg4 = 686245
[6650] reg4 = 2642563; prev reg4 = 7269089
[6651] reg4 = 14117615; prev reg4 = 2642563
[6652] reg4 = 13866501; prev reg4 = 14117615
[6653] reg4 = 8299591; prev reg4 = 13866501
[6654] reg4 = 3874991; prev reg4 = 8299591
[6655] reg4 = 9362071; prev reg4 = 3874991
[6656] reg4 = 6333525; prev reg4 = 9362071
[6657] reg4 = 6357679; prev reg4 = 6333525
[6658] reg4 = 6602443; prev reg4 = 6357679
[6659] reg4 = 9624935; prev reg4 = 6602443
[6660] reg4 = 221852; prev reg4 = 9624935
[6661] reg4 = 11199672; prev reg4 = 221852
[6662] reg4 = 9260534; prev reg4 = 11199672
[6663] reg4 = 3335271; prev reg4 = 9260534
[6664] reg4 = 9104779; prev reg4 = 3335271
[6665] reg4 = 2784896; prev reg4 = 9104779
[6666] reg4 = 15421592; prev reg4 = 2784896
[6667] reg4 = 5278562; prev reg4 = 15421592
[6668] reg4 = 7854117; prev reg4 = 5278562
[6669] reg4 = 7233509; prev reg4 = 7854117
[6670] reg4 = 15878492; prev reg4 = 7233509
[6671] reg4 = 5038135; prev reg4 = 15878492
[6672] reg4 = 6010869; prev reg4 = 5038135
[6673] reg4 = 7135688; prev reg4 = 6010869
[6674] reg4 = 1356561; prev reg4 = 7135688
[6675] reg4 = 7485878; prev reg4 = 1356561
[6676] reg4 = 95317; prev reg4 = 7485878
[6677] reg4 = 8386527; prev reg4 = 95317
[6678] reg4 = 2544626; prev reg4 = 8386527
[6679] reg4 = 13258575; prev reg4 = 2544626
[6680] reg4 = 16091038; prev reg4 = 13258575
[6681] reg4 = 14702913; prev reg4 = 16091038
[6682] reg4 = 3650944; prev reg4 = 14702913
[6683] reg4 = 6289243; prev reg4 = 3650944
[6684] reg4 = 8719302; prev reg4 = 6289243
[6685] reg4 = 9491917; prev reg4 = 8719302
[6686] reg4 = 3216144; prev reg4 = 9491917
[6687] reg4 = 8900983; prev reg4 = 3216144
[6688] reg4 = 2422300; prev reg4 = 8900983
[6689] reg4 = 4226658; prev reg4 = 2422300
[6690] reg4 = 7314960; prev reg4 = 4226658
[6691] reg4 = 1024980; prev reg4 = 7314960
[6692] reg4 = 10475741; prev reg4 = 1024980
[6693] reg4 = 1373253; prev reg4 = 10475741
[6694] reg4 = 4696971; prev reg4 = 1373253
[6695] reg4 = 3500642; prev reg4 = 4696971
[6696] reg4 = 8607384; prev reg4 = 3500642
[6697] reg4 = 16255040; prev reg4 = 8607384
[6698] reg4 = 15867564; prev reg4 = 16255040
[6699] reg4 = 8996116; prev reg4 = 15867564
[6700] reg4 = 2377645; prev reg4 = 8996116
[6701] reg4 = 5729518; prev reg4 = 2377645
[6702] reg4 = 16648612; prev reg4 = 5729518
[6703] reg4 = 11942483; prev reg4 = 16648612
[6704] reg4 = 3973985; prev reg4 = 11942483
[6705] reg4 = 10428622; prev reg4 = 3973985
[6706] reg4 = 9049712; prev reg4 = 10428622
[6707] reg4 = 3995744; prev reg4 = 9049712
[6708] reg4 = 5450728; prev reg4 = 3995744
[6709] reg4 = 272653; prev reg4 = 5450728
[6710] reg4 = 14498304; prev reg4 = 272653
[6711] reg4 = 13593178; prev reg4 = 14498304
[6712] reg4 = 16207454; prev reg4 = 13593178
[6713] reg4 = 9612326; prev reg4 = 16207454
[6714] reg4 = 7269408; prev reg4 = 9612326
[6715] reg4 = 3030370; prev reg4 = 7269408
[6716] reg4 = 8704913; prev reg4 = 3030370
[6717] reg4 = 5331238; prev reg4 = 8704913
[6718] reg4 = 2337935; prev reg4 = 5331238
[6719] reg4 = 16558939; prev reg4 = 2337935
[6720] reg4 = 204004; prev reg4 = 16558939
[6721] reg4 = 16260474; prev reg4 = 204004
[6722] reg4 = 12862119; prev reg4 = 16260474
[6723] reg4 = 10688575; prev reg4 = 12862119
[6724] reg4 = 1504247; prev reg4 = 10688575
[6725] reg4 = 13819230; prev reg4 = 1504247
[6726] reg4 = 1572465; prev reg4 = 13819230
[6727] reg4 = 9414623; prev reg4 = 1572465
[6728] reg4 = 11931858; prev reg4 = 9414623
[6729] reg4 = 3505716; prev reg4 = 11931858
[6730] reg4 = 8648226; prev reg4 = 3505716
[6731] reg4 = 12332446; prev reg4 = 8648226
[6732] reg4 = 11998415; prev reg4 = 12332446
[6733] reg4 = 8844319; prev reg4 = 11998415
[6734] reg4 = 104671; prev reg4 = 8844319
[6735] reg4 = 8330913; prev reg4 = 104671
[6736] reg4 = 14625031; prev reg4 = 8330913
[6737] reg4 = 10175788; prev reg4 = 14625031
[6738] reg4 = 11208955; prev reg4 = 10175788
[6739] reg4 = 3186867; prev reg4 = 11208955
[6740] reg4 = 10066485; prev reg4 = 3186867
[6741] reg4 = 9284733; prev reg4 = 10066485
[6742] reg4 = 1033171; prev reg4 = 9284733
[6743] reg4 = 10179498; prev reg4 = 1033171
[6744] reg4 = 14655475; prev reg4 = 10179498
[6745] reg4 = 10986230; prev reg4 = 14655475
[6746] reg4 = 389298; prev reg4 = 10986230
[6747] reg4 = 15292750; prev reg4 = 389298
[6748] reg4 = 8319247; prev reg4 = 15292750
[6749] reg4 = 2342956; prev reg4 = 8319247
[6750] reg4 = 16494006; prev reg4 = 2342956
[6751] reg4 = 7041281; prev reg4 = 16494006
[6752] reg4 = 13253318; prev reg4 = 7041281
[6753] reg4 = 8370438; prev reg4 = 13253318
[6754] reg4 = 12019913; prev reg4 = 8370438
[6755] reg4 = 4894433; prev reg4 = 12019913
[6756] reg4 = 6519835; prev reg4 = 4894433
[6757] reg4 = 8957391; prev reg4 = 6519835
[6758] reg4 = 7492470; prev reg4 = 8957391
[6759] reg4 = 12232287; prev reg4 = 7492470
[6760] reg4 = 10232573; prev reg4 = 12232287
[6761] reg4 = 1870921; prev reg4 = 10232573
[6762] reg4 = 10620167; prev reg4 = 1870921
[6763] reg4 = 12493788; prev reg4 = 10620167
[6764] reg4 = 7845125; prev reg4 = 12493788
[6765] reg4 = 4879930; prev reg4 = 7845125
[6766] reg4 = 16198014; prev reg4 = 4879930
[6767] reg4 = 16110025; prev reg4 = 16198014
[6768] reg4 = 2237612; prev reg4 = 16110025
[6769] reg4 = 13119098; prev reg4 = 2237612
[6770] reg4 = 15477984; prev reg4 = 13119098
[6771] reg4 = 5251980; prev reg4 = 15477984
[6772] reg4 = 8577691; prev reg4 = 5251980
[6773] reg4 = 2628197; prev reg4 = 8577691
[6774] reg4 = 327869; prev reg4 = 2628197
[6775] reg4 = 10240879; prev reg4 = 327869
[6776] reg4 = 4370456; prev reg4 = 10240879
[6777] reg4 = 3832074; prev reg4 = 4370456
[6778] reg4 = 8768361; prev reg4 = 3832074
[6779] reg4 = 13555302; prev reg4 = 8768361
[6780] reg4 = 5425230; prev reg4 = 13555302
[6781] reg4 = 9521812; prev reg4 = 5425230
[6782] reg4 = 13797922; prev reg4 = 9521812
[6783] reg4 = 15431938; prev reg4 = 13797922
[6784] reg4 = 1040993; prev reg4 = 15431938
[6785] reg4 = 10062619; prev reg4 = 1040993
[6786] reg4 = 6759224; prev reg4 = 10062619
[6787] reg4 = 46737; prev reg4 = 6759224
[6788] reg4 = 5525253; prev reg4 = 46737
[6789] reg4 = 1519694; prev reg4 = 5525253
[6790] reg4 = 1267624; prev reg4 = 1519694
[6791] reg4 = 11350361; prev reg4 = 1267624
[6792] reg4 = 12035748; prev reg4 = 11350361
[6793] reg4 = 15171504; prev reg4 = 12035748
[6794] reg4 = 6925685; prev reg4 = 15171504
[6795] reg4 = 10268904; prev reg4 = 6925685
[6796] reg4 = 8911896; prev reg4 = 10268904
